id,user_id,time,platform,is_beginner,level,country_code,game_server,fps,position_x,position_y,position_z,session_id,oneSecondAggregatedEventCounts
8667780478,32233,2023-09-13T11:36:41.000Z,ps4,True,Dawn,JP,I1UqMGao,35.23,409.01,59.4,-9.39,07f69ed4-b189-467b-ba7f-1d3325ec7c5a,"{'got_wax': 21, 'milestone_prestiges': 1}"
8667751193,32233,2023-09-13T11:36:38.000Z,ps4,True,Dawn,JP,I1UqMGao,36.15,403.21,60.45,-9.83,07f69ed4-b189-467b-ba7f-1d3325ec7c5a,"{'ping': 1, 'player_interaction': 3}"
8667741582,32233,2023-09-13T11:36:36.000Z,ps4,True,Dawn,JP,I1UqMGao,36.67,393.52,58.23,-9.98,07f69ed4-b189-467b-ba7f-1d3325ec7c5a,"{'ping': 1, 'player_lift': 1}"
8667728832,32233,2023-09-13T11:36:35.000Z,ps4,True,Dawn,JP,I1UqMGao,35.87,389.33,56.36,-9.97,07f69ed4-b189-467b-ba7f-1d3325ec7c5a,{'player_lift': 1}
8667722932,32233,2023-09-13T11:36:34.000Z,ps4,True,Dawn,JP,I1UqMGao,35.48,383.55,55.6,-10.35,07f69ed4-b189-467b-ba7f-1d3325ec7c5a,{'ping': 1}
8667712101,32233,2023-09-13T11:36:33.000Z,ps4,True,Dawn,JP,I1UqMGao,36.36,381.16,54.91,-11.03,07f69ed4-b189-467b-ba7f-1d3325ec7c5a,"{'got_wax': 8, 'milestone_prestiges': 1, 'player_lift': 1}"
8667699396,32233,2023-09-13T11:36:32.000Z,ps4,True,Dawn,JP,I1UqMGao,35.74,374.4,52.0,-12.89,07f69ed4-b189-467b-ba7f-1d3325ec7c5a,{'ping': 1}
8667575416,32233,2023-09-13T11:36:18.000Z,ps4,True,Dawn,JP,I1UqMGao,34.11,365.29,54.58,-16.11,07f69ed4-b189-467b-ba7f-1d3325ec7c5a,{'ping': 1}
8667380809,32233,2023-09-13T11:35:58.000Z,ps4,True,Dawn,JP,I1UqMGao,35.13,365.88,54.57,-16.15,07f69ed4-b189-467b-ba7f-1d3325ec7c5a,{'social_feed_impression': 1}
8667346054,32233,2023-09-13T11:35:53.000Z,ps4,True,Dawn,JP,I1UqMGao,35.09,366.27,54.61,-15.41,07f69ed4-b189-467b-ba7f-1d3325ec7c5a,{'milestone_made_5_friends': 1}
8667321707,32233,2023-09-13T11:35:51.000Z,ps4,True,Dawn,JP,Nsp4ulim,37.36,367.17,54.63,-14.63,07f69ed4-b189-467b-ba7f-1d3325ec7c5a,{'social_feed_impression': 1}
8667280862,32233,2023-09-13T11:35:47.000Z,ps4,True,Dawn,JP,Nsp4ulim,38.02,363.64,53.52,-22.04,07f69ed4-b189-467b-ba7f-1d3325ec7c5a,{'ping': 1}
8667257656,32233,2023-09-13T11:35:45.000Z,ps4,True,Dawn,JP,Nsp4ulim,37.41,362.99,50.75,-31.66,07f69ed4-b189-467b-ba7f-1d3325ec7c5a,{'ping': 1}
