id,user_id,time,platform,is_beginner,level,country_code,game_server,fps,position_x,position_y,position_z,session_id,oneSecondAggregatedEventCounts
8814695664,1043,2023-09-14T00:07:55.000Z,iphoneos,TRUE,Dawn,JP,I1mQou6l,29.94,474.44,209.85,-1023.78,03c8c58e-9ff8-4fef-a9a9-b60fb149a253,{'ping': 1}
8814567899,1043,2023-09-14T00:07:17.000Z,iphoneos,TRUE,Dawn,JP,I1mQou6l,29.92,467.87,209.24,-1013.02,03c8c58e-9ff8-4fef-a9a9-b60fb149a253,{'ping': 1}
8814549351,1043,2023-09-14T00:07:12.000Z,iphoneos,TRUE,Dawn,JP,I1mQou6l,29.93,467.86,209,-1013.54,03c8c58e-9ff8-4fef-a9a9-b60fb149a253,"{'shared_memory_stop': 1, 'social_feed_stop_viewing': 1, 'social_feed_start_viewing': 1, 'stage_update': 3}"
8814531314,1043,2023-09-14T00:07:07.000Z,iphoneos,TRUE,Dawn,JP,I1mQou6l,29.91,469.69,209.28,-1015.82,03c8c58e-9ff8-4fef-a9a9-b60fb149a253,"{'milestone_made_5_friends': 1, 'player_left': 1}"
8814528512,1043,2023-09-14T00:07:06.000Z,iphoneos,TRUE,Dawn,JP,I1mQou6l,29.93,469.49,209.38,-1016.71,03c8c58e-9ff8-4fef-a9a9-b60fb149a253,{'shared_memory_play': 1}
8814526484,1043,2023-09-14T00:07:05.000Z,iphoneos,TRUE,Dawn,JP,I1mQou6l,29.93,469.47,209.37,-1016.71,03c8c58e-9ff8-4fef-a9a9-b60fb149a253,{'social_feed_start_viewing': 1}
8814501221,1043,2023-09-14T00:06:58.000Z,iphoneos,TRUE,Dawn,JP,I1mQou6l,29.93,473.43,209.16,-1018.79,03c8c58e-9ff8-4fef-a9a9-b60fb149a253,{'social_feed_impression': 1}
8814498590,1043,2023-09-14T00:06:57.000Z,iphoneos,TRUE,Dawn,JP,I1mQou6l,8.99,473.37,209.17,-1019.3,03c8c58e-9ff8-4fef-a9a9-b60fb149a253,{'milestone_made_5_friends': 1}
8814493402,1043,2023-09-14T00:06:56.000Z,iphoneos,TRUE,Dawn,JP,I1mQou6l,29.94,473.52,209.51,-1020.21,03c8c58e-9ff8-4fef-a9a9-b60fb149a253,"{'ping': 1, 'loaded_Dawn': 1, 'level_loaded': 1}"
8802699607,4537,2023-09-13T22:59:22.000Z,ps4,TRUE,Dawn,US,I6Fy1SGk,59.94,371.14,54.34,-13.44,9199d1ad-b227-4894-a07d-caee728a92d4,{'hand_released': 1}
8802695445,4537,2023-09-13T22:59:20.000Z,ps4,TRUE,Dawn,US,I6Fy1SGk,59.94,371.15,54.34,-13.45,9199d1ad-b227-4894-a07d-caee728a92d4,{'social_feed_impression': 1}
8802682463,4537,2023-09-13T22:59:15.000Z,ps4,TRUE,Dawn,US,I6Fy1SGk,59.94,371.38,54.31,-13.34,9199d1ad-b227-4894-a07d-caee728a92d4,"{'got_wax': 8, 'milestone_prestiges': 1}"
8802676466,4537,2023-09-13T22:59:12.000Z,ps4,TRUE,Dawn,US,I6Fy1SGk,59.94,377.84,51.75,-12.3,9199d1ad-b227-4894-a07d-caee728a92d4,{'was_charged_by_player': 1}
8802675064,4537,2023-09-13T22:59:11.000Z,ps4,TRUE,Dawn,US,I6Fy1SGk,59.94,377.94,50.63,-13.07,9199d1ad-b227-4894-a07d-caee728a92d4,"{'ping': 1, 'player_lift': 1}"
8802666720,4537,2023-09-13T22:59:09.000Z,ps4,TRUE,Dawn,US,I6Fy1SGk,59.94,397.21,55.39,-11.2,9199d1ad-b227-4894-a07d-caee728a92d4,{'ping': 1}
8802659853,4537,2023-09-13T22:59:05.000Z,ps4,TRUE,Dawn,US,I6Fy1SGk,59.94,410.86,60.67,-9.3,9199d1ad-b227-4894-a07d-caee728a92d4,"{'got_wax': 21, 'milestone_prestiges': 1}"
8802656907,4537,2023-09-13T22:59:04.000Z,ps4,TRUE,Dawn,US,I6Fy1SGk,59.94,412.34,58.82,-8.13,9199d1ad-b227-4894-a07d-caee728a92d4,{'was_charged_by_player': 1}
8802649043,4537,2023-09-13T22:59:02.000Z,ps4,TRUE,Dawn,US,I6Fy1SGk,59.94,412.28,55.23,-6.24,9199d1ad-b227-4894-a07d-caee728a92d4,"{'player_lift': 1, 'was_charged_by_player': 1}"
8802641145,4537,2023-09-13T22:58:58.000Z,ps4,TRUE,Dawn,US,I6Fy1SGk,59.94,406.91,76.37,11.96,9199d1ad-b227-4894-a07d-caee728a92d4,"{'ping': 1, 'was_charged_by_player': 1}"
8802630676,4537,2023-09-13T22:58:55.000Z,ps4,TRUE,Dawn,US,I6Fy1SGk,59.94,391.79,77.93,23.47,9199d1ad-b227-4894-a07d-caee728a92d4,{'ping': 1}
8802622493,4537,2023-09-13T22:58:51.000Z,ps4,TRUE,Dawn,US,I6Fy1SGk,59.94,389.12,96.19,22.14,9199d1ad-b227-4894-a07d-caee728a92d4,{'ping': 2}
8802619039,4537,2023-09-13T22:58:50.000Z,ps4,TRUE,Dawn,US,I6Fy1SGk,59.94,395.89,114.16,16.44,9199d1ad-b227-4894-a07d-caee728a92d4,{'ping': 1}
8802606460,4537,2023-09-13T22:58:45.000Z,ps4,TRUE,Dawn,US,I6Fy1SGk,59.94,405.94,116.13,1.6,9199d1ad-b227-4894-a07d-caee728a92d4,{'ping': 1}
8802601350,4537,2023-09-13T22:58:43.000Z,ps4,TRUE,Dawn,US,I6Fy1SGk,59.94,411.39,115.8,-6.79,9199d1ad-b227-4894-a07d-caee728a92d4,{'ping': 1}
8802600532,4537,2023-09-13T22:58:42.000Z,ps4,TRUE,Dawn,US,I6Fy1SGk,59.94,411.89,116.1,-12.16,9199d1ad-b227-4894-a07d-caee728a92d4,"{'got_wax': 9, 'milestone_prestiges': 1}"
